"Genes","E.MTAB.386_eset","GSE13876_eset","GSE17260_eset","GSE18520_eset","GSE26712_eset","GSE9891_eset","PMID17290060_eset","TCGA_eset","GSE32062.GPL6480_eset","Pooled.Cox.Coefficient","P","FDR"
"WDR77","ILMN_1655358","18194","A_23_P115149","201420_s_at","201420_s_at","201420_s_at","201420_s_at","201420_s_at","A_23_P115149",-0.140730274321705,0.000667435362003204,0.0493815150514094
"AQP5","ILMN_1807036","18501","A_23_P366812","213611_at","213611_at","213611_at","213611_at","213611_at","A_23_P117104",-0.137873949890273,0.00067446949790236,0.0493815150514094
"RALGDS","ILMN_1699856","29467","A_23_P135184","209050_s_at","209050_s_at","209050_s_at","209050_s_at","209050_s_at","A_23_P135184",-0.131819323525314,0.000674797556297517,0.0493815150514094
"CXCL14","ILMN_1748323","27823","A_23_P213745","222484_s_at","218002_s_at","222484_s_at","218002_s_at","218002_s_at","A_23_P213745",0.133009610929277,0.000681624929723023,0.0493815150514094
"TRIL","ILMN_1778755","9165","A_23_P122959","205151_s_at","205151_s_at","205151_s_at","205151_s_at","205151_s_at","A_24_P183664",0.127154280049004,0.00068726850844745,0.0493815150514094
"GFPT2","ILMN_1655236","4972","A_23_P144916","205100_at","205100_at","205100_at","205100_at","205100_at","A_23_P144916",0.135117116880977,0.000705749864751727,0.0502442105548018
"BMI1","ILMN_1700915","13901","A_24_P303989","202265_at","202265_at","202265_at","202265_at","202265_at","A_23_P314115",0.137050378852019,0.000712394975398451,0.0502562273553816
"SLC5A1","ILMN_1681526","21259","A_23_P17826","206628_at","206628_at","206628_at","206628_at","206628_at","A_23_P17826",-0.134271647773009,0.000726387173832308,0.0502879243182762
"ERCC8","ILMN_1792107","14136","A_23_P58521","205162_at","205162_at","205162_at","205162_at","205162_at","A_23_P58521",0.131620599362328,0.000734840081771952,0.0502879243182762
"EHD2","ILMN_1808777","32943","A_24_P156113","221870_at","221870_at","221870_at","221870_at","221870_at","A_24_P156113",0.134202644912344,0.000744676117169784,0.0502879243182762
"KEAP1","ILMN_1775920","30629","A_23_P119141","202417_at","202417_at","202417_at","202417_at","202417_at","A_23_P119141",-0.136087348770389,0.00074809235820608,0.0502879243182762
"UCP2","ILMN_1685625","25742","A_23_P47704","208998_at","208998_at","208998_at","208998_at","208998_at","A_23_P47704",-0.124935303899692,0.000748701899255533,0.0502879243182762
"GRHPR","ILMN_1664798","30874","A_24_P141275","201347_x_at","201347_x_at","201347_x_at","201347_x_at","201347_x_at","A_24_P141275",-0.126205913170812,0.000758012884663753,0.0502879243182762
"WISP2","ILMN_1812461","2386","A_23_P102611","205792_at","205792_at","205792_at","205792_at","205792_at","A_23_P102611",0.121909488662204,0.000765731315124835,0.0502879243182762
"P4HA2","ILMN_1795778","20430","A_24_P85400","202733_at","202733_at","202733_at","202733_at","202733_at","A_23_P30363",0.136604553152406,0.00076588298510089,0.0502879243182762
"DSE","ILMN_1706498","13954","A_23_P19226","218854_at","218854_at","218854_at","218854_at","218854_at","A_23_P19226",0.136370505555287,0.000771167911581813,0.0502879243182762
"HLA.DQB1","ILMN_1661266","31990","A_23_P136683","211654_x_at","212998_x_at","211654_x_at","212998_x_at","212998_x_at","A_23_P136683",-0.127362083235427,0.000788765585078078,0.0510068411683824
"ACACA","ILMN_1667641","21436","A_32_P215318","212186_at","212186_at","212186_at","212186_at","212186_at","A_23_P141434",0.134343677752201,0.000813761916025047,0.0521883675070608
"PDS5B","ILMN_1746696","32205","A_23_P205098","207956_x_at","207956_x_at","207956_x_at","207956_x_at","207956_x_at","A_23_P48387",0.131535613218272,0.000830956505762403,0.0524717247077395
"ANO2","ILMN_1699121","1593","A_32_P141238","220111_s_at","220111_s_at","220111_s_at","220111_s_at","220111_s_at","A_32_P141238",0.124235129594783,0.000831703883898448,0.0524717247077395
"KRT4","ILMN_1744765","3278","A_23_P2674","213240_s_at","213240_s_at","213240_s_at","213240_s_at","213240_s_at","A_23_P2674",0.122255701319062,0.000849388175895357,0.053069723691198
"HOXA5","ILMN_1753613","1693","A_23_P93772","213844_at","213844_at","213844_at","213844_at","213844_at","A_23_P93772",0.125565834669206,0.000861496686815911,0.053069723691198
"CCL5","ILMN_1773352","27915","A_23_P152838","204655_at","204655_at","204655_at","204655_at","204655_at","A_23_P152838",-0.128375853161968,0.000861699121790071,0.053069723691198
"CRNKL1","ILMN_1768640","29895","A_23_P131967","219913_s_at","219913_s_at","219913_s_at","219913_s_at","219913_s_at","A_23_P131967",0.134657313642466,0.000868679896187375,0.0530783936568034
"PSMB8","ILMN_1767006","17035","A_23_P250629","209040_s_at","209040_s_at","209040_s_at","209040_s_at","209040_s_at","A_23_P250629",-0.122630757310405,0.000877958845119139,0.0532262549853478
"ADNP","ILMN_1666019","4016","A_23_P254179","201773_at","201773_at","201773_at","201773_at","201773_at","A_23_P254179",0.137313306379982,0.000885259470563533,0.0532528177641319
"WARS","ILMN_1727271","13648","A_23_P65651","200629_at","200629_at","200629_at","200629_at","200629_at","A_23_P65651",-0.124948474351588,0.000900520717079169,0.053639951721803
"JAK2","ILMN_1683178","7018","A_23_P123608","205842_s_at","205842_s_at","205842_s_at","205842_s_at","205842_s_at","A_23_P123608",-0.134921153154883,0.000905519803551057,0.053639951721803
"RARRES3","ILMN_1701613","1068","A_23_P1962","204070_at","204070_at","204070_at","204070_at","204070_at","A_23_P1962",-0.126635448944547,0.000919873214149481,0.0537696925890372
"TIMP3","ILMN_1773664","35369","A_23_P399078","201150_s_at","201150_s_at","201150_s_at","201150_s_at","201150_s_at","A_23_P399078",0.127968278268019,0.00092156818483788,0.0537696925890372
"LMO7","ILMN_1770479","4228","A_23_P205159","242722_at","202674_s_at","242722_at","202674_s_at","202674_s_at","A_24_P301146",0.128782288640445,0.00093200115734577,0.0539726043358446
"NFX1","ILMN_1744959","3984","A_23_P304543","1553103_at","202584_at","1553103_at","202584_at","202584_at","A_23_P94683",-0.131063537589032,0.000942492695128541,0.0541758764014628
"KRT23","ILMN_1791545","33845","A_23_P78248","218963_s_at","218963_s_at","218963_s_at","218963_s_at","218963_s_at","A_23_P78248",-0.127635217817474,0.000953193760414127,0.0543881145648061
"ARHGAP19","ILMN_1688953","6086","A_23_P1387","212738_at","212738_at","212738_at","212738_at","212738_at","A_23_P1387",0.127588654354852,0.000998794372002404,0.0560534171616641
"MMP9","ILMN_1796316","7154","A_23_P40174","203936_s_at","203936_s_at","203936_s_at","203936_s_at","203936_s_at","A_23_P40174",-0.130518480723387,0.00100837013757314,0.0560534171616641
"BCHE","ILMN_1685641","155","A_23_P212050","205433_at","205433_at","205433_at","205433_at","205433_at","A_23_P212050",0.119538322198692,0.0010128701616757,0.0560534171616641
"GPATCH1","ILMN_1655625","4913","A_23_P27822","219818_s_at","219818_s_at","219818_s_at","219818_s_at","219818_s_at","A_23_P27822",0.124597706788,0.00101673099658627,0.0560534171616641
"CETN2","ILMN_1695645","21560","A_23_P73493","209194_at","209194_at","209194_at","209194_at","209194_at","A_23_P73493",-0.123461470697747,0.00101849636853024,0.0560534171616641
"BAG1","ILMN_1733970","34629","A_23_P146654","202387_at","211475_s_at","202387_at","211475_s_at","211475_s_at","A_23_P146654",-0.131670012780697,0.00104053868389838,0.0567350230720889
"CLIP3","ILMN_1789733","19715","A_24_P279718","212358_at","212358_at","212358_at","212358_at","212358_at","A_23_P50786",0.127172426419718,0.00104550364681813,0.0567350230720889
"MAK","ILMN_1803984","22880","A_23_P214839","220302_at","220302_at","220302_at","220302_at","220302_at","A_24_P363278",-0.13222310855438,0.00106071453044771,0.0571607274741264
"RPS6KC1","ILMN_1661000","8158","A_23_P104109","218909_at","218909_at","218909_at","218909_at","218909_at","A_23_P104109",0.126335504083754,0.00108681978378902,0.0572568354695149
"SYK","ILMN_1681350","517","A_23_P9255","226068_at","207540_s_at","226068_at","207540_s_at","207540_s_at","A_23_P9255",-0.124265689067081,0.00109135793265228,0.0572568354695149
"SAMD4A","ILMN_1690466","21972","A_24_P383523","212845_at","212845_at","212845_at","212845_at","212845_at","A_24_P383523",0.1278465032848,0.00110178293900737,0.0572568354695149
"ABCD2","ILMN_1652959","24922","A_23_P388124","207583_at","207583_at","207583_at","207583_at","207583_at","A_23_P388124",0.11882428828888,0.00110378941886409,0.0572568354695149
"MLLT10","ILMN_1743538","26708","A_23_P347720","225992_at","205408_at","225992_at","205408_at","205408_at","A_24_P84540",0.124642476480755,0.00111492917406349,0.0572568354695149
"PCK2","ILMN_1760649","25969","A_23_P140207","202847_at","202847_at","202847_at","202847_at","202847_at","A_23_P140207",-0.128022987252094,0.00111588960335114,0.0572568354695149
"MARK4","ILMN_1651604","24308","A_23_P107714","221560_at","55065_at","221560_at","55065_at","55065_at","A_23_P107714",0.131047430505206,0.00112651232200416,0.0572568354695149
"CCDC41","ILMN_1799113","27290","A_23_P162378","219644_at","219644_at","219644_at","219644_at","219644_at","A_23_P162378",0.123202661405932,0.00114693683027931,0.0572568354695149
"UTP14C","ILMN_1686645","30882","A_24_P201879","203614_at","203614_at","203614_at","203614_at","203614_at","A_24_P201879",0.131163831902269,0.00114704923197076,0.0572568354695149
"SOCS5","ILMN_1785286","23204","A_24_P328492","209647_s_at","209647_s_at","209647_s_at","209647_s_at","209647_s_at","A_24_P328492",0.128609276730289,0.00114943028166072,0.0572568354695149
"FBL","ILMN_1719205","19714","A_23_P78888","211623_s_at","211623_s_at","211623_s_at","211623_s_at","211623_s_at","A_23_P78888",0.134493555761744,0.00115725470606659,0.0572568354695149
"NT5C","ILMN_1806432","3369","A_23_P66439","219214_s_at","219214_s_at","219214_s_at","219214_s_at","219214_s_at","A_23_P66439",-0.125322921238351,0.00118280086292859,0.0572568354695149
