"Genes","E.MTAB.386_eset","GSE12418_eset","GSE17260_eset","GSE18520_eset","GSE26712_eset","GSE32062.GPL6480_eset","GSE9891_eset","PMID17290060_eset","TCGA_eset","Pooled.LogIt.Coefficient","Mean.Optimal","Mean.Suboptimal","P","FDR"
"CCNB1","ILMN_1712803","9944","A_23_P122197","214710_s_at","214710_s_at","A_23_P122197","214710_s_at","214710_s_at","214710_s_at",0.206549661707267,-0.074410183754723,0.112904135627837,0.00190557023204528,0.102838314817919
"REN","ILMN_1742272","14991","A_23_P34637","206367_at","206367_at","A_23_P34637","206367_at","206367_at","206367_at",-0.231694889104058,0.0772720707009733,-0.117246536837275,0.00192312488247128,0.102941904277975
"NINL","ILMN_1789094","20950","A_23_P143374","207705_s_at","207705_s_at","A_23_P143374","207705_s_at","207705_s_at","207705_s_at",-0.206594684295785,0.0741127283239865,-0.112452800251407,0.00203638776233745,0.107465682569785
"AP2M1","ILMN_1699598","6591","A_23_P155624","200613_at","200613_at","A_23_P155624","200613_at","200613_at","200613_at",0.206895866318781,-0.0739161697456132,0.112154557789535,0.00204028103299258,0.107465682569785
"CEP55","ILMN_1747016","16803","A_23_P115872","218542_at","218542_at","A_23_P115872","218542_at","218542_at","218542_at",0.20358463468997,-0.0748070687125308,0.113506337515318,0.00209284959287364,0.10935969618635
"HTR1E","ILMN_1794095","19364","A_23_P70648","207404_s_at","207404_s_at","A_23_P70648","207404_s_at","207404_s_at","207404_s_at",-0.223341458479886,0.0796694914162377,-0.120884193673137,0.00211771747582945,0.109716022220563
"STAR","ILMN_1701895","13741","A_23_P8981","204548_at","204548_at","A_23_P8981","204548_at","204548_at","204548_at",-0.217180138313991,0.0756020906291252,-0.11471264097768,0.00219391122555513,0.109716022220563
"KDELR1","ILMN_1767800","4237","A_23_P4919","1555575_a_at","200922_at","A_23_P4919","1555575_a_at","200922_at","200922_at",0.205183978398193,-0.0745628787561005,0.113135822962489,0.00221448037534452,0.109716022220563
"CRISPLD2","ILMN_1790689","6548","A_23_P106602","221541_at","221541_at","A_24_P7040","221541_at","221541_at","221541_at",0.199318745065679,-0.0735884305220033,0.111657272177728,0.00222396383029502,0.109716022220563
"FGD1","ILMN_1764314","3110","A_23_P73559","204819_at","204819_at","A_23_P73559","204819_at","204819_at","204819_at",-0.20744763181125,0.0741390083310302,-0.112492675458399,0.00222721859521309,0.109716022220563
"ASCL1","ILMN_1701653","4364","A_23_P25305","213768_s_at","213768_s_at","A_23_P25305","213768_s_at","213768_s_at","213768_s_at",-0.202949679404086,0.0747675710299642,-0.113446406851469,0.00227022520047866,0.109716022220563
"VTI1B","ILMN_1693136","11086","A_23_P14284","209452_s_at","209452_s_at","A_23_P14284","209452_s_at","209452_s_at","209452_s_at",0.207764446536111,-0.0728974675340805,0.110608859514758,0.00227034927536095,0.109716022220563
"PPP5C","ILMN_1745332","8601","A_23_P153583","201979_s_at","201979_s_at","A_23_P153583","201979_s_at","201979_s_at","201979_s_at",0.202241924275503,-0.0739496776770329,0.112205400078085,0.00227887396948194,0.109716022220563
"EPB41","ILMN_1667408","21165","A_24_P558070","225051_at","214530_x_at","A_23_P160359","225051_at","214530_x_at","214530_x_at",-0.21149043768445,0.0726564754141627,-0.110243197106478,0.00229027701249629,0.109716022220563
"MTDH","ILMN_1810838","909","A_24_P760130","212251_at","212251_at","A_24_P230877","212251_at","212251_at","212251_at",0.205345869046312,-0.0738877938435993,0.112111502437055,0.00229281171080626,0.109716022220563
"MPP2","ILMN_1654217","2444","A_23_P394259","213270_at","207984_s_at","A_23_P394259","213270_at","207984_s_at","207984_s_at",-0.205348774168002,0.0734983685262138,-0.111520619218758,0.00229766946132428,0.109716022220563
"RNF123","ILMN_1663605","27426","A_23_P250054","221063_x_at","221063_x_at","A_23_P250054","221063_x_at","221063_x_at","221063_x_at",-0.201678236038615,0.0728433301161763,-0.110526715672813,0.00229963716075907,0.109716022220563
"CDHR1","ILMN_1663716","8500","A_23_P149946","213369_at","213369_at","A_23_P149946","213369_at","213369_at","213369_at",-0.214317682617238,0.0730370975523411,-0.110820723075954,0.00236606801007681,0.112073322146372
"ARSE","ILMN_1727462","6101","A_23_P256084","205894_at","205894_at","A_23_P256084","205894_at","205894_at","205894_at",-0.229261007719409,0.0751905934062233,-0.114088267593276,0.00238639323242194,0.1122143168797
"CUL7","ILMN_1672393","24258","A_23_P19348","36084_at","36084_at","A_23_P19348","36084_at","36084_at","36084_at",-0.20558992615532,0.0752036926335773,-0.114108143326237,0.00244147287095461,0.1122143168797
"RAP2C","ILMN_1773561","20322","A_23_P147826","218669_at","218669_at","A_24_P374319","218669_at","218669_at","218669_at",0.199402166340147,-0.0724938867123315,0.109996497852198,0.00244321461587109,0.1122143168797
"CPED1","ILMN_1677038","4046","A_24_P943781","228728_at","220032_at","A_24_P943781","228728_at","220032_at","220032_at",-0.216113881783837,0.0748475258906242,-0.113567724041895,0.00245705024140136,0.1122143168797
"NPTN","ILMN_1792997","4331","A_24_P95822","202228_s_at","202228_s_at","A_23_P37598","202228_s_at","202228_s_at","202228_s_at",0.205175792116103,-0.0756177170395803,0.114736351258672,0.00246651436072674,0.1122143168797
"CUL9","ILMN_1806010","2230","A_32_P51714","213204_at","213204_at","A_23_P311740","213204_at","213204_at","213204_at",-0.207653838005466,0.0755349803894278,-0.114610813200586,0.00247130558134211,0.1122143168797
"NEK1","ILMN_1699459","4876","A_23_P124427","213328_at","213328_at","A_32_P68050","213328_at","213328_at","213328_at",-0.199707137961308,0.0729966643860541,-0.110759372982997,0.00254568660553912,0.113820334222261
"IL17B","ILMN_1766707","7269","A_23_P167479","220273_at","220273_at","A_23_P167479","220273_at","220273_at","220273_at",-0.225348815566193,0.0816455676333209,-0.123882535646863,0.00255575373166377,0.113820334222261
"PPP2R5D","ILMN_1699384","13479","A_24_P294931","202513_s_at","202513_s_at","A_24_P294931","202513_s_at","202513_s_at","202513_s_at",-0.202769511863556,0.072879796044675,-0.110582046192498,0.00255853728203138,0.113820334222261
"STK3","ILMN_1666453","15461","A_23_P215963","204068_at","204068_at","A_23_P215963","204068_at","204068_at","204068_at",0.199187825167771,-0.0734997574304846,0.111522726632398,0.00259555192053399,0.114692039226817
"A4GALT","ILMN_1735045","9141","A_23_P57570","219488_at","219488_at","A_23_P57570","219488_at","219488_at","219488_at",-0.208575141443119,0.0752490104560863,-0.114176905010736,0.00261554706990807,0.114805079388498
"CAPZA2","ILMN_1768870","22981","A_24_P703614","201238_s_at","201238_s_at","A_24_P703614","201238_s_at","201238_s_at","201238_s_at",0.20614024475364,-0.0752778025974418,0.114220591931914,0.00268746421892327,0.115323693786542
"EVX1","ILMN_1766888","28969","A_24_P368943","207914_x_at","207914_x_at","A_24_P368943","207914_x_at","207914_x_at","207914_x_at",-0.202518261558257,0.0716215026682161,-0.108672811207894,0.00268766592924171,0.115323693786542
"RRAGA","ILMN_1783709","29884","A_23_P169117","201628_s_at","201628_s_at","A_23_P169117","201628_s_at","201628_s_at","201628_s_at",0.199934227067688,-0.0723825077860176,0.109827500266543,0.00269301589089171,0.115323693786542
"ATP2B1","ILMN_1750599","13682","A_23_P128319","215716_s_at","209281_s_at","A_23_P128319","215716_s_at","209281_s_at","209281_s_at",0.197570495975143,-0.0720692959545106,0.109352257372087,0.00271319878328143,0.115323693786542
"PAQR6","ILMN_1737631","24652","A_23_P97283","219236_at","219236_at","A_23_P97283","219236_at","219236_at","219236_at",-0.2049112781216,0.0713825822458324,-0.108310292229819,0.00273040684996342,0.115323693786542
"EPAS1","ILMN_1760034","18860","A_23_P430120","200878_at","200878_at","A_23_P210210","200878_at","200878_at","200878_at",0.197508915733485,-0.0715997533316168,0.108639810482384,0.00273245690016717,0.115323693786542
"FLRT3","ILMN_1782750","8666","A_23_P166109","222853_at","219250_s_at","A_23_P166109","222853_at","219250_s_at","219250_s_at",-0.206037896765408,0.0716072341223312,-0.108651161243353,0.00281292043859861,0.117210768114707
"NR6A1","ILMN_1686832","25891","A_23_P216900","227494_at","211402_x_at","A_24_P860842","227494_at","211402_x_at","211402_x_at",-0.201685644688619,0.0730030944514247,-0.110769129456318,0.00284361464119223,0.117210768114707
"ANXA7","ILMN_1703791","22994","A_23_P86570","209860_s_at","209860_s_at","A_23_P86570","209860_s_at","209860_s_at","209860_s_at",0.206699436215653,-0.0729404062815569,0.110674011378714,0.00285327802205374,0.117210768114707
"SERPINA6","ILMN_1682021","28732","A_23_P117363","206325_at","206325_at","A_23_P117363","206325_at","206325_at","206325_at",-0.229270916746668,0.0826268730094993,-0.125371490917416,0.00285890547885573,0.117210768114707
"NCOA4","ILMN_1773906","29757","A_23_P86421","210774_s_at","210774_s_at","A_23_P86424","210774_s_at","210774_s_at","210774_s_at",0.213457790774657,-0.0719180402975059,0.109122753984898,0.00286618069053278,0.117210768114707
"CNN3","ILMN_1782439","934","A_23_P138168","201445_at","201445_at","A_23_P138168","201445_at","201445_at","201445_at",0.202933189769923,-0.0746210477295642,0.113224083968415,0.00290213986142631,0.117948696590314
"ZNF444","ILMN_1727300","24943","A_23_P27767","50376_at","50376_at","A_23_P27767","50376_at","50376_at","50376_at",-0.198278892379739,0.0711551971271173,-0.107965276010429,0.00293835160398261,0.117985117100947
"NAB1","ILMN_1774617","20392","A_24_P191417","209272_at","209272_at","A_24_P191417","209272_at","209272_at","209272_at",0.198056927579121,-0.0725638100438949,0.1101025939927,0.00296029946484342,0.117985117100947
"YIPF6","ILMN_1803939","13929","A_24_P920181","212341_at","212341_at","A_23_P431319","212341_at","212341_at","212341_at",0.201280729266175,-0.0716572322334692,0.108727024428151,0.00298005343836119,0.117985117100947
"PQBP1","ILMN_1711596","12410","A_23_P62139","207769_s_at","214527_s_at","A_23_P62139","207769_s_at","214527_s_at","214527_s_at",0.196380411796264,-0.0717830420083168,0.108917918243566,0.00298026352836992,0.117985117100947
"CGRRF1","ILMN_1681008","13018","A_23_P37283","204605_at","204605_at","A_23_P37275","204605_at","204605_at","204605_at",0.195952140341227,-0.0711947828821057,0.108025340308414,0.00299263586814372,0.117985117100947
"MED6","ILMN_1654543","6716","A_24_P318319","207079_s_at","210104_at","A_23_P54170","207079_s_at","210104_at","210104_at",0.1965055060433,-0.0713163882933785,0.108209854754618,0.00301382592814594,0.118113273279243
"CTSK","ILMN_1758895","7375","A_23_P34744","202450_s_at","202450_s_at","A_23_P34744","202450_s_at","202450_s_at","202450_s_at",0.193255514525456,-0.0709244643128458,0.107615180262216,0.00305083028108606,0.118502520530659
"ICA1","ILMN_1814787","25467","A_24_P372012","210547_x_at","210547_x_at","A_23_P215419","210547_x_at","210547_x_at","210547_x_at",-0.19719365434266,0.0731253166194044,-0.110954579720435,0.00308954956868112,0.118502520530659
"CDK5R2","ILMN_1717803","29054","A_23_P79323","205852_at","205852_at","A_23_P79323","205852_at","205852_at","205852_at",-0.200720715088596,0.0726571081312865,-0.110244157141467,0.00309242362667269,0.118502520530659
"DIABLO","ILMN_1665335","6088","A_23_P47800","219350_s_at","219350_s_at","A_23_P47800","219350_s_at","219350_s_at","219350_s_at",0.201800236455104,-0.0711102165487853,0.107897026033607,0.00310332126788156,0.118502520530659
"UBR5","ILMN_1741253","15268","A_32_P159400","208884_s_at","208884_s_at","A_32_P159400","208884_s_at","208884_s_at","208884_s_at",0.195155681392699,-0.071147361989913,0.107953387592084,0.0031137509191683,0.118502520530659
"CCDC22","ILMN_1781234","7448","A_23_P114144","206016_at","206016_at","A_23_P114144","206016_at","206016_at","206016_at",0.192816102973537,-0.0712097643031409,0.108048071933403,0.00319531182642868,0.118892362923289
"NEUROG1","ILMN_1791030","21538","A_24_P269101","208497_x_at","208497_x_at","A_24_P269101","208497_x_at","208497_x_at","208497_x_at",-0.203280885599203,0.0734234860122711,-0.111406998406612,0.00320590716252129,0.118892362923289
"MPP5","ILMN_1750689","19605","A_24_P347458","226092_at","219321_at","A_23_P99536","226092_at","219321_at","219321_at",0.194826733876488,-0.0718526879444059,0.109023593486085,0.00322654100761965,0.118892362923289
"SPG7","ILMN_1754529","13979","A_32_P115451","214494_s_at","214494_s_at","A_23_P3627","214494_s_at","214494_s_at","214494_s_at",-0.19777483691311,0.0757341468774719,-0.114913012698612,0.00325251117641025,0.118892362923289
"PPM1A","ILMN_1690077","23632","A_23_P151679","203966_s_at","203966_s_at","A_23_P151679","203966_s_at","203966_s_at","203966_s_at",0.196188404959048,-0.0707585816096801,0.107363482950484,0.00325858851967513,0.118892362923289
"PPP2R5C","ILMN_1789283","17973","A_24_P341370","201877_s_at","201877_s_at","A_23_P205236","201877_s_at","201877_s_at","201877_s_at",0.199167923752066,-0.0708019353671423,0.107429264517812,0.00326336971891244,0.118892362923289
"ATP9B","ILMN_1658684","2293","A_23_P10497","214934_at","214010_s_at","A_23_P10497","214934_at","214010_s_at","214010_s_at",-0.200627115342817,0.071669013524238,-0.108744900428232,0.00329942479588132,0.118892362923289
"DLK2","ILMN_1676728","28973","A_23_P122393","220262_s_at","220262_s_at","A_23_P122393","220262_s_at","220262_s_at","220262_s_at",-0.207713849090415,0.0739956661578701,-0.112275179366562,0.00332182585792088,0.118892362923289
"PLD2","ILMN_1697880","13508","A_23_P4308","209643_s_at","209643_s_at","A_23_P4308","209643_s_at","209643_s_at","209643_s_at",-0.195005781045742,0.0707201664039852,-0.107305194751545,0.00333435642566894,0.118892362923289
"NOP10","ILMN_1815479","14302","A_23_P54477","217962_at","217962_at","A_23_P54477","217962_at","217962_at","217962_at",0.198430035496336,-0.0712210034166608,0.108065125276551,0.00334363417071485,0.118892362923289
"GEM","ILMN_1677092","5489","A_23_P257043","204472_at","204472_at","A_23_P257043","204472_at","204472_at","204472_at",0.190472961293658,-0.0697731214279135,0.105868223506095,0.00334807680914251,0.118892362923289
"ATP11B","ILMN_1658884","2036","A_24_P152310","212536_at","212536_at","A_24_P111737","212536_at","212536_at","212536_at",0.19698126410872,-0.0703206373289556,0.106698980889432,0.00337573479997213,0.118892362923289
"WRAP53","ILMN_1693669","6162","A_23_P55064","44563_at","44563_at","A_23_P55064","44563_at","44563_at","44563_at",-0.197321946625753,0.0721068232175094,-0.109409198276914,0.00340216436239442,0.118892362923289
"GNMT","ILMN_1736238","21588","A_23_P7957","210328_at","210328_at","A_23_P7957","210328_at","210328_at","210328_at",-0.211268086342122,0.0732800986961104,-0.111189433818348,0.00341438606499604,0.118892362923289
"MED21","ILMN_1773886","26690","A_23_P2262","209362_at","209362_at","A_23_P2262","209362_at","209362_at","209362_at",0.192969859635444,-0.070381511374741,0.106791346358441,0.00342951144787985,0.118892362923289
"UCN","ILMN_1707258","20999","A_24_P62883","206072_at","206072_at","A_24_P62883","206072_at","206072_at","206072_at",-0.199501277685774,0.0708673325794401,-0.107528493082429,0.00343515939750326,0.118892362923289
"IGSF3","ILMN_1713014","29865","A_23_P126917","202421_at","202421_at","A_24_P182461","202421_at","202421_at","202421_at",-0.193273991087196,0.0699650534902582,-0.106159446057967,0.00343579005756924,0.118892362923289
"KIF1C","ILMN_1796749","12835","A_32_P53884","209244_s_at","209244_s_at","A_32_P53884","209244_s_at","209244_s_at","209244_s_at",-0.195476348208592,0.0711352137116345,-0.107934954754143,0.00344903422210634,0.118892362923289
"DRD2","ILMN_1675057","16728","A_24_P283834","206590_x_at","206590_x_at","A_24_P283834","206590_x_at","206590_x_at","206590_x_at",-0.195859541176197,0.072748401398353,-0.110382678334223,0.00347893531504303,0.11929849017835
"MTMR6","ILMN_1717180","16115","A_23_P25515","214429_at","214429_at","A_24_P419211","214429_at","214429_at","214429_at",0.195597750706161,-0.0707259600500402,0.107313985572464,0.0035143579879739,0.119484642958307
"PNPLA2","ILMN_1787923","18476","A_23_P10077","39854_r_at","39854_r_at","A_23_P10077","39854_r_at","39854_r_at","39854_r_at",-0.192888098749445,0.0697996399006348,-0.105908460542072,0.00353359566932965,0.119484642958307
"CREM","ILMN_1745318","7803","A_24_P278393","209967_s_at","214508_x_at","A_24_P171075","209967_s_at","214508_x_at","214508_x_at",0.194298461864813,-0.0709158742562653,0.107602146388838,0.00353880701349785,0.119484642958307
"BIRC5","ILMN_1710082","18114","A_23_P118815","202095_s_at","202095_s_at","A_23_P118815","202095_s_at","202095_s_at","202095_s_at",0.19510032909841,-0.0733043388627034,0.111226213932554,0.00355817384416038,0.119525594846693
"TGFBR2","ILMN_1744862","8000","A_23_P337242","208944_at","208944_at","A_23_P211957","208944_at","208944_at","208944_at",0.193111042468361,-0.0693780084622421,0.105268710299522,0.00359677559226871,0.119802632582933
"CELF3","ILMN_1681234","14577","A_23_P337849","206817_x_at","206817_x_at","A_23_P337849","206817_x_at","206817_x_at","206817_x_at",-0.201430802543564,0.0703973241231826,-0.106815339373975,0.00360281306977836,0.119802632582933
"VPS26A","ILMN_1713243","23639","A_23_P75255","201807_at","201807_at","A_23_P75255","201807_at","201807_at","201807_at",0.19971883603878,-0.0708992894019749,0.107576981840873,0.00371357628788098,0.122661622104447
"PGGT1B","ILMN_1655215","6226","A_24_P605190","235615_at","206288_at","A_24_P605190","235615_at","206288_at","206288_at",0.187842065916278,-0.068920866315244,0.104575078912506,0.00373115266497785,0.122661622104447
